FinalWgt,CR1,CR2,UGR3,UGR4,CR5,CR6,CR7,CR8,OR9,CR9,CR10,SR1,SR3,CR11,CR12,CR13,CR14,CR15,CR16,OR13,CR17,CR18,CR19,CR20,OR19,CR21,CR22,CR23,CR24,CR25,UGR31,CR27,CR28,UGR34,UGR35,CR30,CR31,CR32,CR33,CR34,CR35,CR36,CR37,CR38,CR39,OR45,OR46,OR59,OR60,CR40,CR41,CR42,CR43,UGR54,UGR55,Stratum,PSU
33.19887485,2,2,1,3,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,4,1,1,1,1,1,6,1,2,3,3,3,3,3,2,2,2,1,1,1,3,3,1,3,3,5,2,,201801009,17
33.19887485,2,2,1,3,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,2,3,2,3,3,2,3,3,3,2,2,1,1,1,3,3,1,4,3,4,2,,201801009,17
33.19887485,2,2,1,3,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,2,2,1,4,1,1,1,1,1,6,1,,2,3,1,2,3,3,2,2,1,1,1,3,3,1,3,3,5,2,,201801009,17
33.19887485,2,2,1,3,,,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,6,1,2,3,1,1,2,2,3,2,2,1,1,1,3,3,1,3,1,4,2,,201801009,17
33.19887485,2,2,1,4,1,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,2,2,4,1,1,1,1,1,1,3,2,2,1,1,2,3,3,2,2,1,1,1,3,3,3,2,3,5,2,,201801009,17
33.19887485,2,2,1,4,2,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,6,2,3,2,3,1,3,1,2,1,2,3,2,1,1,1,1,3,3,1,4,1,,,1,201801009,17
33.19887485,2,2,1,4,2,1,1,1,1,,,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,4,1,1,1,1,1,3,3,2,3,3,1,3,2,2,2,2,1,1,1,3,3,1,4,1,5,2,,201801009,17
33.19887485,2,2,1,5,1,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,6,1,1,2,3,1,2,3,3,2,2,1,1,2,3,3,1,3,1,5,1,,201801009,17
33.19887485,3,2,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,2,2,1,2,4,1,1,1,1,1,2,3,1,3,3,1,2,3,3,2,2,1,1,1,3,3,1,4,3,5,2,,201801009,17
33.19887485,3,2,1,1,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,2,3,1,3,1,4,1,1,1,1,1,6,3,2,3,2,1,2,2,2,2,2,1,3,1,3,3,1,2,3,5,1,1,201801009,17
33.19887485,3,2,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,6,1,1,1,3,1,2,2,1,2,2,,1,1,3,3,1,2,3,5,2,,201801009,17
33.19887485,3,2,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,4,1,1,1,1,1,2,1,2,4,1,1,1,1,1,6,,1,2,3,1,2,3,3,2,2,1,1,1,3,3,1,2,2,5,2,,201801009,17
33.19887485,3,2,1,6,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,2,1,4,1,1,1,1,1,2,3,2,2,2,1,2,3,3,2,2,1,1,1,3,3,1,3,2,5,2,,201801009,17
33.8588175,2,2,2,3,2,1,1,1,1,2,2,2,1,1,1,,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,3,1,1,3,1,1,1,1,2,2,1,1,1,3,3,1,1,3,5,2,,201801009,17
33.88150804,2,1,1,1,1,5,5,3,4,1,1,2,1,2,1,,1,1,2,1,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,1,2,1,3,201801009,17
33.88150804,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,6,1,2,3,2,1,2,3,3,2,2,1,1,1,1,1,1,1,3,4,2,,201801009,17
33.88150804,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,6,1,1,1,3,1,2,3,3,2,2,1,1,1,3,3,1,3,2,5,1,4,201801009,17
33.88150804,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,2,2,1,2,4,1,1,1,1,1,6,1,2,1,1,1,2,3,2,2,2,1,1,2,3,3,1,4,3,5,1,1,201801009,17
33.88150804,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,3,1,2,2,3,2,1,1,1,1,6,1,1,3,1,1,1,3,3,2,2,1,1,1,3,3,1,2,1,5,1,2,201801009,17
33.88150804,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,3,1,1,1,1,1,1,1,1,2,3,1,2,1,1,1,6,3,1,2,3,1,2,3,2,2,2,1,1,1,3,3,1,3,1,5,2,,201801009,17
33.88150804,2,1,1,4,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,4,2,2,1,1,1,6,1,2,1,3,1,3,3,3,2,2,,1,1,3,3,1,2,3,5,2,,201801009,17
33.88150804,2,1,1,5,1,2,1,1,2,1,2,1,1,2,2,2,2,2,3,3,3,4,1,2,5,1,2,4,1,1,1,1,1,2,1,2,3,1,1,3,3,3,2,2,1,1,2,3,3,1,3,1,5,2,,201801009,17
33.88150804,2,1,1,5,1,3,1,1,1,2,2,2,1,2,1,2,2,2,4,3,4,6,1,1,2,1,2,3,1,1,1,1,1,4,1,2,3,3,1,2,1,2,2,2,,2,,,2,,,2,,,2,201801009,17
33.88150804,3,1,1,1,1,3,1,1,1,2,2,2,1,1,1,2,2,2,2,5,3,5,1,1,2,1,2,4,1,1,1,1,1,6,3,2,3,2,1,2,3,3,2,2,4,1,1,3,3,2,3,3,5,2,,201801009,17
33.88150804,3,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,2,2,1,2,4,1,1,1,1,1,6,1,2,3,2,1,2,3,3,2,2,1,1,1,3,3,1,4,3,4,1,2,201801009,17
33.88150804,3,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,4,4,1,1,1,1,1,1,1,2,3,2,2,1,1,1,6,3,2,3,2,2,3,3,3,2,2,2,1,1,3,3,2,2,,4,2,,201801009,17
33.88150804,3,1,1,2,2,1,1,1,1,2,2,2,1,1,1,,2,1,1,1,1,1,1,5,1,4,2,4,1,1,1,1,1,6,1,1,1,1,1,2,3,3,2,2,1,1,2,3,3,1,2,2,5,2,,201801009,17
33.88150804,3,1,1,3,1,1,1,1,1,2,2,2,1,1,1,2,2,4,1,1,1,1,5,,1,1,2,4,1,1,1,1,1,6,1,1,1,3,1,2,3,2,2,2,1,1,1,3,3,1,3,2,5,2,,201801009,17
33.88150804,3,1,1,3,1,3,1,1,1,2,2,2,1,1,3,2,2,3,3,1,3,6,5,5,6,4,2,4,1,1,1,1,1,6,1,2,1,1,1,2,2,3,2,2,1,1,2,3,3,1,3,1,5,2,1,201801009,17
33.88150804,3,1,1,5,2,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,3,2,2,1,1,1,6,2,2,1,3,1,2,3,3,1,2,1,1,2,1,4,1,1,1,5,1,7,201801009,17
33.88150804,4,1,1,3,1,3,2,2,2,1,,,,2,2,2,2,2,2,5,3,2,1,5,2,2,2,4,1,1,1,1,1,2,2,1,2,2,1,2,2,3,1,2,1,1,1,3,3,1,3,1,5,1,4,201801009,17
34.29354046,1,2,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,6,1,2,1,1,1,3,3,3,2,2,1,5,1,,4,1,3,3,5,2,,201801009,17
34.29354046,1,2,1,3,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,3,3,3,1,4,1,1,5,1,2,6,1,1,2,3,1,1,3,3,1,2,1,1,1,3,3,1,3,3,5,1,,201801009,17
34.29354046,2,2,1,,2,,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,4,2,1,1,1,1,1,3,1,1,1,2,2,3,3,2,2,1,1,1,3,3,1,1,3,5,1,,201801009,17
34.29354046,2,2,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,6,3,2,3,3,1,2,3,3,2,2,1,1,1,3,3,1,4,2,5,2,,201801009,17
34.29354046,2,2,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,4,1,1,1,1,1,6,3,2,3,3,1,1,3,2,1,2,1,1,1,3,3,3,4,3,5,3,,201801009,17
34.29354046,2,2,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,,4,1,1,1,1,1,6,3,2,1,1,1,1,1,3,2,2,1,1,1,3,3,1,1,3,5,1,,201801009,17
34.29354046,2,2,1,2,1,2,2,3,2,2,,,,2,2,2,2,2,2,3,2,3,1,1,2,1,2,4,1,1,6,2,3,1,1,1,1,2,1,2,2,3,2,2,1,1,1,4,4,1,2,2,5,2,,201801009,17
34.29354046,2,2,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,2,1,1,1,3,3,1,3,3,5,,,201801009,17
34.29354046,2,2,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,4,1,1,1,1,1,6,1,2,3,3,1,3,3,3,2,2,1,1,1,3,3,1,3,3,5,2,,201801009,17
34.29354046,2,2,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,4,2,1,1,1,1,6,1,2,1,3,1,1,3,3,2,2,1,1,1,,3,1,1,3,2,,2,201801009,17
34.29354046,2,2,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,3,1,1,1,1,1,6,1,2,1,1,1,3,3,2,2,2,1,1,2,3,3,1,,2,5,2,,201801009,17
34.29354046,2,2,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,6,3,2,3,3,1,2,3,3,2,2,1,1,1,3,3,1,4,2,5,2,,201801009,17
34.29354046,2,2,1,3,1,4,,,1,2,2,2,1,1,1,2,2,1,1,1,1,6,1,1,1,2,2,4,2,2,1,1,1,6,3,1,2,3,1,2,3,3,2,2,1,1,1,3,3,1,1,3,4,3,,201801009,17
34.29354046,2,2,1,3,1,5,1,1,2,1,2,1,1,1,2,2,2,3,2,3,3,6,4,4,5,3,1,4,1,1,1,1,1,6,3,1,1,3,1,2,1,3,2,2,1,1,1,3,3,1,1,1,2,2,,201801009,17
34.29354046,2,2,1,3,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,6,1,2,3,3,1,3,1,3,2,2,1,1,1,3,3,1,2,2,5,3,,201801009,17
34.29354046,2,2,1,4,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,2,1,2,3,1,1,1,1,1,6,1,1,3,3,1,2,3,3,2,2,1,1,1,3,3,1,2,1,5,2,,201801009,17
34.29354046,3,2,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,4,2,2,1,1,1,6,,1,1,3,3,1,1,3,2,2,1,1,1,3,3,1,3,,4,1,,201801009,17
34.29354046,3,2,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,,4,,2,1,1,1,6,1,2,1,2,1,1,1,3,2,2,1,1,1,3,3,1,1,3,4,3,,201801009,17
34.29354046,3,2,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,4,4,2,1,1,,1,1,1,1,1,6,1,1,2,1,,2,1,,1,1,2,3,1,2,1,4,1,,1,,,201801009,17
34.29354046,3,2,1,3,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,6,1,1,3,2,1,2,1,2,2,2,1,1,1,3,3,1,3,3,4,2,,201801009,17
34.29354046,3,2,1,3,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,3,1,1,1,1,1,6,1,1,1,3,1,1,1,3,2,2,1,1,1,3,3,1,3,3,5,1,,201801009,17
34.36430577,4,1,2,3,2,1,,,1,2,2,1,1,1,2,2,2,1,1,1,3,4,1,2,1,3,2,2,1,2,1,2,1,1,3,1,3,2,2,2,1,2,1,2,1,1,2,3,2,1,2,2,4,1,,201801009,17
34.57296739,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,6,1,2,1,2,1,1,2,2,2,2,1,1,1,3,3,1,3,2,5,1,,201801009,17
34.57296739,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,3,1,3,3,3,2,2,1,1,1,3,3,1,3,3,5,1,3,201801009,17
34.57296739,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,6,1,2,3,3,1,3,3,3,2,2,1,1,1,3,4,1,1,3,5,2,,201801009,17
34.57296739,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,3,2,2,1,1,1,6,3,2,3,3,1,2,3,3,2,2,1,1,1,3,3,1,1,3,5,2,,201801009,17
34.57296739,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,4,1,1,1,1,1,6,1,2,1,1,1,2,3,3,2,2,1,1,1,3,3,1,3,1,5,1,3,201801009,17
34.57296739,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,4,2,2,1,1,1,6,1,1,1,3,1,2,1,3,2,2,1,1,1,,3,1,3,2,2,2,,201801009,17
34.57296739,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,4,1,1,1,1,1,6,1,1,1,2,1,2,1,3,2,2,1,1,1,3,3,1,4,2,5,1,1,201801009,17
34.57296739,2,1,1,1,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,1,1,1,3,3,1,4,1,5,1,,201801009,17
34.57296739,2,1,1,3,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,4,1,1,1,1,1,2,1,1,1,3,1,3,3,3,2,2,1,1,1,3,3,1,4,3,5,2,,201801009,17
34.57296739,2,1,1,5,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,5,5,1,2,2,1,1,2,1,1,1,2,1,2,3,3,1,2,2,2,2,2,1,1,2,4,3,1,4,1,5,2,,201801009,17
34.57296739,2,1,1,6,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,6,1,2,3,3,1,2,3,3,2,2,1,1,1,3,3,1,3,1,4,2,,201801009,17
34.57296739,2,1,1,7,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,2,1,1,2,2,4,2,1,1,1,1,2,1,1,3,1,1,2,1,3,2,2,1,1,1,3,3,1,4,2,5,1,8,201801009,17
34.57296739,3,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,2,1,1,2,3,1,3,3,3,2,2,1,1,1,3,3,1,4,3,5,2,,201801009,17
34.57296739,3,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,4,1,1,1,1,1,6,3,1,3,1,1,2,3,3,2,2,1,1,1,3,3,1,,1,5,2,,201801009,17
34.57296739,3,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,2,1,2,2,4,1,1,1,1,1,3,1,2,2,2,1,3,3,2,2,2,1,1,1,3,3,1,3,3,5,1,,201801009,17
34.57296739,3,1,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,4,1,1,1,1,1,6,1,1,3,1,1,2,3,3,2,2,1,1,1,4,4,1,3,2,5,2,,201801009,17
34.57296739,3,1,1,3,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,4,1,1,1,1,1,6,3,1,1,3,1,2,3,2,2,2,1,1,1,3,3,1,1,3,5,1,,201801009,17
34.57296739,3,1,1,5,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,5,5,1,2,2,1,1,2,1,1,1,2,1,2,3,3,1,2,2,2,2,2,1,1,2,4,3,1,4,1,5,2,,201801009,17
34.57296739,4,1,1,2,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,6,1,2,1,3,1,3,1,3,2,2,1,1,1,3,3,1,4,3,5,3,,201801009,17
34.57296739,4,1,1,3,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,,2,2,1,4,1,1,1,1,1,6,2,2,2,1,1,2,1,3,2,1,1,1,1,3,3,1,3,3,5,2,,201801009,17
35.71294091,2,1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1,2,3,1,2,3,3,2,3,3,2,2,1,1,1,3,3,1,3,1,5,1,,201801009,17
35.71294091,2,1,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,4,1,1,1,1,1,6,1,2,1,1,1,3,2,3,2,2,1,1,1,4,3,1,1,2,2,3,,201801009,17
35.71294091,2,1,1,2,,,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,5,6,5,2,4,1,1,1,1,,1,1,2,2,1,1,1,1,2,2,2,1,1,1,4,4,1,1,2,5,2,,201801009,17
35.71294091,2,1,1,3,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,6,1,1,2,1,1,1,2,2,2,2,1,1,1,3,4,1,1,3,5,3,,201801009,17
35.71294091,2,1,1,3,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,3,1,1,1,1,1,6,3,1,2,1,1,1,2,2,2,2,1,1,1,3,4,1,1,3,5,3,,201801009,17
35.71294091,2,1,1,4,1,2,1,1,1,2,2,2,1,2,1,2,2,4,1,1,3,1,1,1,2,2,2,3,2,2,1,1,1,6,1,1,3,1,1,2,3,3,2,2,2,1,1,3,3,2,2,2,4,,2,201801009,17
35.71294091,3,1,1,1,2,1,1,1,1,2,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,201801009,17
35.71294091,3,1,1,2,1,4,1,1,1,2,2,2,1,2,1,2,2,2,1,1,1,1,1,2,2,2,2,3,2,2,1,1,1,6,1,1,3,1,1,2,1,3,2,1,1,1,1,3,3,1,1,1,5,1,,201801009,17
35.71294091,3,1,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,6,3,2,1,3,1,2,2,3,2,2,1,1,1,3,3,1,3,3,5,2,,201801009,17
35.71294091,3,1,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,3,2,1,1,1,1,6,3,2,3,1,1,2,3,3,2,2,1,1,1,3,3,1,1,2,4,2,,201801009,17
35.71294091,3,1,1,3,2,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,5,6,5,1,4,1,1,1,1,1,1,1,,3,2,1,2,3,2,1,1,1,1,1,4,4,1,2,1,4,3,,201801009,17
35.71294091,3,1,1,3,2,1,1,1,1,2,2,2,1,1,1,2,2,4,1,1,1,1,1,1,2,1,2,3,1,1,1,1,1,6,1,2,3,3,1,1,1,3,2,2,1,1,1,4,4,1,1,3,5,3,,201801009,17
35.71294091,3,1,1,3,,,,2,2,2,2,2,1,2,1,2,2,1,2,4,,1,1,1,2,1,2,4,2,1,1,3,1,3,3,1,1,1,1,3,1,3,2,2,1,1,1,4,4,,3,3,2,3,,201801009,17
35.71294091,3,1,1,4,1,4,1,1,1,1,2,2,1,1,1,2,2,2,2,1,2,1,1,2,1,2,1,4,1,1,1,1,1,6,1,1,1,3,1,2,2,3,2,2,2,3,1,3,3,1,2,2,5,2,,201801009,17
35.71294091,3,1,1,4,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,3,2,2,2,4,2,2,1,1,1,6,1,1,1,3,1,2,1,1,2,2,1,1,1,3,3,1,4,3,4,2,,201801009,17
26.52206869,3,2,3,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,4,1,1,1,1,1,6,1,2,1,2,1,3,3,3,2,2,1,1,1,3,3,1,4,2,5,2,,201801009,18
26.52206869,4,2,3,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,4,2,2,1,1,1,6,1,1,1,1,3,3,1,1,2,2,1,1,1,3,3,1,1,2,5,2,,201801009,18
26.52206869,5,2,3,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,4,1,1,1,1,1,6,1,2,1,3,1,2,3,3,2,2,1,1,1,3,3,1,3,2,5,2,,201801009,18
26.52206869,5,2,3,4,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,5,1,2,1,3,1,2,2,2,1,2,1,1,1,4,3,1,3,2,5,2,,201801009,18
26.52206869,5,2,3,6,1,3,,,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,4,1,,2,1,1,3,1,1,1,,1,1,1,2,1,1,2,3,1,3,2,,201801009,18
26.52206869,6,2,3,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,4,4,2,3,1,2,1,1,1,6,1,2,3,3,2,3,3,2,2,2,1,1,1,3,3,1,4,3,5,2,,201801009,18
26.52206869,6,2,3,4,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,4,1,1,1,1,1,6,3,2,1,3,1,2,3,3,2,2,1,1,2,4,3,1,2,3,5,2,,201801009,18
26.52206869,7,2,3,4,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,4,2,2,1,1,1,6,1,2,1,3,1,2,3,3,2,2,1,1,1,3,3,1,1,2,4,2,,201801009,18
26.52206869,7,2,3,7,2,1,1,1,,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,6,1,2,1,3,2,2,3,3,2,2,1,1,1,3,3,1,4,3,5,1,3,201801009,18
26.94191803,6,1,3,4,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,6,1,2,3,3,2,3,3,3,2,2,1,1,1,3,3,1,1,2,4,3,,201801009,18
28.93316585,7,2,3,2,2,1,1,1,1,2,2,2,1,1,1,2,2,4,4,1,1,1,1,1,1,1,2,4,2,2,1,1,1,6,1,1,1,1,2,2,2,3,2,2,1,1,1,3,3,1,,3,4,,,201801009,18
33.67739753,4,,,7,2,,1,1,1,2,2,2,1,1,1,2,2,2,1,1,4,6,1,1,1,1,1,2,2,2,2,2,2,1,1,1,3,3,3,3,2,,,,3,3,4,3,4,4,4,,,3,,201801009,18
33.67739753,5,1,3,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,6,1,1,3,3,1,2,3,2,2,2,1,1,1,4,4,2,3,2,4,3,,201801009,18
33.67739753,5,1,3,6,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,6,3,2,4,1,1,1,1,1,6,3,2,3,1,1,2,1,3,2,2,1,1,1,4,4,1,4,1,5,2,,201801009,18
33.67739753,5,1,3,7,1,4,1,1,1,2,2,2,1,1,,1,2,2,2,5,2,4,1,1,1,1,2,3,1,1,1,1,1,,,2,1,,1,2,2,1,2,2,2,1,2,,3,1,3,3,4,2,,201801009,18
33.67739753,6,1,3,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,6,1,2,3,1,2,3,3,3,2,2,1,1,1,4,4,1,3,2,5,2,,201801009,18
33.67739753,6,1,3,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,3,2,4,1,1,1,1,1,6,3,1,2,1,1,2,2,3,2,,,1,1,3,3,1,4,3,5,2,1,201801009,18
33.67739753,6,1,3,7,2,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,4,2,2,1,1,1,6,2,2,2,2,2,2,2,3,2,2,1,1,1,4,4,1,4,3,5,2,,201801009,18
33.67739753,7,1,3,1,1,6,2,3,7,1,1,1,2,2,2,1,2,3,1,1,1,2,1,4,1,4,1,1,2,2,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,,2,,,201801009,18
33.67739753,7,1,3,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,3,1,2,4,2,2,1,1,1,6,1,2,1,3,3,3,3,3,2,2,1,1,1,3,,1,2,3,5,2,,201801009,18
33.67739753,7,1,3,2,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,2,2,2,3,1,1,1,1,1,6,1,2,1,3,1,2,2,3,2,2,1,1,1,3,3,1,3,3,5,2,,201801009,18
36.73897913,7,1,3,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,4,1,1,1,1,1,2,2,2,1,2,,1,1,1,6,1,2,3,3,2,2,3,3,2,2,1,1,1,3,3,1,4,1,5,2,,201801009,18
43.8231235,1,2,1,7,1,2,7,7,1,1,,,7,1,1,1,1,4,1,4,,6,,,,,,4,2,2,3,3,4,6,2,2,,,3,1,1,1,1,1,4,,,1,1,4,4,1,1,3,,201801009,18
43.91355327,2,1,2,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,3,2,2,1,1,1,2,1,1,1,3,2,1,3,3,2,2,1,1,1,3,3,1,1,2,4,2,,201801009,18
43.91355327,3,1,2,3,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,4,2,2,1,1,1,6,1,2,3,3,2,2,2,3,2,1,1,1,1,4,4,1,4,1,5,1,,201801009,18
43.91355327,3,1,2,3,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,4,1,2,1,1,1,6,1,2,3,3,2,2,2,3,2,2,1,1,1,3,3,1,3,3,5,2,4,201801009,18
