FinalWgt,CR1,CR2,UGR3,UGR4,CR5,CR6,CR7,CR8,OR9,CR9,CR10,SR1,SR3,CR11,CR12,CR13,CR14,CR15,CR16,OR13,CR17,CR18,CR19,CR20,OR19,CR21,CR22,CR23,CR24,CR25,UGR31,CR27,CR28,UGR34,UGR35,CR30,CR31,CR32,CR33,CR34,CR35,CR36,CR37,CR38,CR39,OR45,OR46,OR59,OR60,CR40,CR41,CR42,CR43,UGR54,UGR55,Stratum,PSU
36.42898985,2,1,1,2,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,2,2,2,1,4,1,1,1,1,1,3,3,2,1,1,1,3,2,2,2,1,1,1,1,3,4,1,3,1,5,2,,201801005,10
36.42898985,2,1,1,2,2,1,,,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,3,3,1,2,3,3,2,2,1,5,1,3,3,1,4,1,4,2,,201801005,10
36.42898985,2,1,1,3,1,3,2,3,7,1,1,,,3,4,2,2,3,3,6,3,3,1,1,1,1,1,4,2,2,5,3,,6,3,1,1,2,1,2,1,2,2,2,4,1,2,3,3,3,3,3,3,1,,201801005,10
36.42898985,2,1,1,3,2,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,5,1,5,1,4,1,2,1,1,1,6,3,1,2,1,1,2,2,2,2,1,1,1,2,4,4,4,3,2,5,1,,201801005,10
36.42898985,2,1,1,3,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,3,3,6,3,1,2,1,1,2,2,3,2,2,1,1,1,3,3,1,3,2,5,1,,201801005,10
36.42898985,2,1,1,3,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,5,1,3,1,1,1,1,1,3,1,1,2,1,1,2,3,3,2,2,1,1,1,3,4,2,4,3,4,3,,201801005,10
36.42898985,2,1,1,3,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,4,1,1,1,1,1,6,1,2,1,3,1,2,3,3,2,2,2,1,1,3,3,2,2,3,5,2,,201801005,10
36.42898985,2,1,1,4,2,1,1,1,1,2,2,2,1,1,1,2,2,4,1,1,1,1,1,1,2,1,2,4,1,1,1,1,1,6,3,1,3,3,1,2,3,3,2,2,1,1,1,3,3,1,1,2,4,1,,201801005,10
36.42898985,2,1,1,5,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,2,2,3,2,3,1,1,1,1,1,3,3,,1,3,1,2,3,3,2,2,2,1,2,4,3,2,3,3,5,3,,201801005,10
36.42898985,2,1,1,6,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,4,1,1,1,1,1,3,1,2,1,3,1,2,1,2,2,2,1,1,1,3,3,1,4,1,5,1,,201801005,10
36.42898985,3,1,1,,2,1,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,1,1,2,4,5,1,4,1,1,1,1,1,6,1,1,2,1,1,3,3,3,2,2,1,1,1,3,3,1,1,1,4,1,,201801005,10
36.42898985,3,1,1,1,1,2,2,2,2,2,2,2,1,3,7,2,2,3,4,4,3,4,5,5,3,2,1,3,1,1,6,2,1,6,1,2,2,1,1,2,3,3,2,2,1,1,1,3,3,1,1,2,4,2,,201801005,10
36.42898985,3,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,2,3,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,5,1,1,1,1,2,1,1,3,2,2,2,1,1,3,3,2,3,2,4,3,,201801005,10
36.42898985,3,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,5,1,1,2,2,1,1,1,6,1,1,2,1,1,2,3,3,2,2,1,1,1,3,3,1,1,2,3,3,,201801005,10
36.42898985,3,1,1,1,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,3,4,1,2,2,1,2,4,1,1,1,1,1,1,1,2,1,3,1,2,3,3,2,2,1,1,1,3,3,1,1,1,5,1,,201801005,10
36.42898985,3,1,1,2,1,2,1,1,1,2,2,2,1,1,1,2,2,1,1,1,2,1,2,1,1,2,2,3,1,2,1,1,1,2,2,1,1,3,1,2,3,3,2,2,1,5,,3,3,1,3,1,5,3,,201801005,10
36.42898985,3,1,1,2,1,3,1,1,1,2,2,2,1,1,1,2,2,2,2,1,2,1,5,5,2,5,2,1,1,1,1,1,1,6,3,1,3,3,1,2,3,3,1,2,1,3,1,4,3,1,4,3,5,3,,201801005,10
36.42898985,3,1,1,2,1,4,1,1,1,2,2,2,1,1,1,1,1,2,1,5,2,1,1,1,2,2,2,3,1,2,1,1,1,1,1,1,2,1,2,3,3,2,2,2,1,5,1,1,1,2,3,3,1,,,201801005,10
36.42898985,3,1,1,2,2,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,4,1,1,1,1,1,1,2,2,1,3,1,2,1,2,2,2,1,1,1,3,3,1,1,1,4,2,,201801005,10
36.42898985,3,1,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,6,1,1,1,1,1,1,2,3,2,2,1,1,1,3,4,1,4,2,5,1,,201801005,10
36.42898985,3,1,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,6,1,1,1,1,2,3,1,3,2,2,1,1,1,3,3,1,3,2,5,2,,201801005,10
36.42898985,3,1,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,6,3,2,3,3,1,3,3,3,2,2,1,1,1,3,3,1,4,2,5,2,,201801005,10
36.42898985,3,1,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,4,1,1,1,1,1,6,1,1,1,3,1,2,1,3,2,2,1,1,1,3,3,1,1,3,5,3,,201801005,10
36.42898985,3,1,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,4,1,1,1,1,1,6,3,1,1,1,1,2,2,3,2,2,1,1,2,3,3,1,3,1,5,2,,201801005,10
36.42898985,3,1,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,4,1,1,1,1,1,2,1,2,3,1,2,1,1,1,2,1,2,1,3,1,3,3,3,2,2,1,1,1,3,3,1,1,1,5,2,,201801005,10
36.42898985,3,1,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,2,3,3,2,3,1,5,6,5,1,4,1,1,1,1,1,6,1,2,1,1,1,3,2,3,2,2,1,5,1,3,3,2,2,1,4,2,,201801005,10
36.42898985,3,1,1,2,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,6,1,2,1,1,1,3,3,2,2,2,1,1,1,3,3,1,4,1,5,3,,201801005,10
36.42898985,3,1,1,3,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,1,1,1,3,3,1,1,3,4,3,,201801005,10
36.42898985,3,1,1,3,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,6,1,2,1,1,1,2,1,3,2,2,1,1,1,3,3,1,4,3,5,3,,201801005,10
36.42898985,3,1,1,3,2,1,1,1,1,2,2,2,1,2,1,2,2,3,4,1,3,5,1,2,2,3,2,3,1,1,1,1,1,6,1,2,2,2,1,2,2,2,2,2,2,1,1,3,3,1,3,3,5,3,,201801005,10
36.42898985,3,1,1,4,2,1,1,1,,1,2,2,1,1,1,2,2,1,1,1,1,1,2,,5,5,1,4,1,1,1,1,1,2,2,1,1,1,1,2,2,3,2,2,1,1,1,,3,1,1,2,5,2,,201801005,10
36.42898985,3,1,1,4,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,4,1,1,1,1,1,6,1,2,1,3,2,3,1,2,2,1,1,1,1,3,3,1,2,2,5,2,,201801005,10
36.42898985,3,1,1,5,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,3,1,2,1,1,1,6,1,1,1,1,1,3,3,3,2,2,1,1,1,3,3,1,,2,3,3,,201801005,10
36.42898985,4,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,3,3,2,1,3,2,2,1,1,1,3,3,1,1,2,4,2,,201801005,10
36.42898985,4,1,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,4,1,1,1,1,1,6,1,2,1,1,1,2,3,3,2,2,1,1,1,3,3,1,,2,5,2,,201801005,10
36.42898985,4,1,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,4,2,2,1,1,1,1,1,1,2,1,1,2,1,3,2,2,1,1,1,4,4,1,4,3,5,2,,201801005,10
36.42898985,4,1,1,3,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,3,2,3,2,4,1,1,1,1,1,6,1,1,1,3,2,2,2,3,2,2,1,1,1,3,3,1,3,3,5,3,,201801005,10
36.42898985,4,1,1,4,,,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,1,1,1,1,1,3,1,1,2,2,1,2,3,3,2,2,1,1,1,3,3,1,4,2,5,1,,201801005,10
36.42898985,5,1,1,3,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,5,5,5,5,2,3,1,1,1,1,1,6,1,1,2,2,1,2,1,1,1,1,3,3,1,4,3,4,3,3,3,1,4,201801005,10
36.42898985,6,1,1,1,1,2,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,2,1,2,1,2,3,1,1,1,1,1,6,2,2,1,2,1,2,1,2,2,2,3,1,1,3,3,1,1,2,5,2,,201801005,10
31.48426219,3,2,3,5,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4,1,1,1,1,1,6,3,1,3,2,1,2,3,3,2,2,1,1,1,3,3,1,1,3,4,1,,201801006,11
31.48426219,4,2,3,1,2,1,1,1,1,2,2,2,1,2,2,,,3,3,3,3,2,2,2,1,2,1,3,1,1,1,1,1,6,3,1,3,2,1,3,3,3,2,2,4,1,1,3,3,4,4,2,5,1,,201801006,11
31.48426219,4,2,3,2,2,1,1,1,1,2,2,2,1,2,1,1,1,2,1,,3,5,1,1,2,1,2,3,1,2,6,1,6,3,1,1,2,2,1,2,2,3,2,2,3,1,1,3,4,1,4,3,4,2,,201801006,11
31.48426219,4,2,3,3,,2,1,1,1,2,2,2,1,2,1,2,2,1,1,,,1,2,,3,5,2,4,1,1,1,1,1,6,3,2,1,3,1,2,1,3,2,2,1,1,1,3,3,1,2,,,2,,201801006,11
31.48426219,4,2,3,3,2,1,1,1,1,1,1,1,1,1,1,2,2,3,1,2,3,2,1,1,1,1,1,4,1,1,1,1,1,6,2,2,3,1,1,2,1,2,2,2,2,1,1,3,4,1,4,3,4,3,,201801006,11
31.48426219,4,2,3,3,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,4,1,1,1,1,1,6,1,2,1,3,1,3,1,3,2,2,1,1,1,3,3,1,4,3,5,2,,201801006,11
31.48426219,5,2,,3,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2,4,1,1,1,1,1,6,3,,2,3,2,2,3,3,2,2,1,1,1,3,3,1,3,2,5,2,,201801006,11
31.48426219,5,2,3,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,6,1,2,1,3,1,3,1,3,2,2,1,1,1,3,3,1,2,3,5,3,,201801006,11
31.48426219,5,2,3,2,1,1,1,1,1,,2,2,1,2,1,2,2,1,1,1,1,1,1,3,2,3,1,4,1,1,1,1,1,6,1,1,1,1,1,3,3,3,2,2,1,1,1,3,3,1,1,2,5,1,,201801006,11
31.48426219,5,2,3,2,1,3,1,1,2,2,2,2,1,3,3,2,2,2,3,3,3,6,5,2,6,5,1,3,1,1,1,1,1,2,1,1,3,2,1,2,3,3,2,2,1,2,2,3,3,4,1,3,3,2,,201801006,11
31.48426219,5,2,3,2,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,6,1,1,1,3,1,1,1,3,2,2,1,1,1,3,3,1,4,2,5,2,,201801006,11
31.48426219,5,2,3,2,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,3,1,1,1,1,1,1,1,1,1,2,2,2,3,3,2,2,1,1,1,4,4,1,1,3,4,3,,201801006,11
31.48426219,5,2,3,2,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,2,2,2,3,1,1,2,4,1,1,1,1,1,3,1,2,3,3,3,3,3,3,2,2,1,3,1,3,3,1,1,2,5,1,,201801006,11
31.48426219,6,2,3,1,2,1,1,1,1,2,2,2,1,2,1,2,2,3,3,3,3,2,2,3,2,3,1,4,2,2,1,1,1,6,1,1,2,1,1,2,2,3,2,2,1,1,1,3,3,1,1,2,5,2,,201801006,11
31.48426219,6,2,3,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,3,2,1,1,1,3,1,1,1,1,1,2,1,1,3,1,2,3,3,3,2,2,1,3,1,3,3,1,1,2,5,2,,201801006,11
31.48426219,6,2,3,3,1,3,2,2,1,2,2,2,1,2,1,2,2,2,2,3,2,1,1,1,1,1,2,3,1,1,1,1,1,2,1,2,1,1,2,2,1,3,2,2,2,3,1,3,3,2,1,3,5,2,,201801006,11
31.48426219,6,2,3,3,2,1,1,1,1,2,2,2,1,1,1,2,2,3,4,3,4,6,1,5,2,2,2,4,1,2,1,1,1,2,3,1,1,3,1,2,1,3,2,2,2,1,1,3,3,1,4,2,5,1,,201801006,11
31.48426219,6,2,3,5,2,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,4,2,2,1,1,1,6,1,,1,2,1,3,2,3,2,2,1,1,1,4,3,1,3,,5,1,,201801006,11
31.48426219,6,2,3,6,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,4,1,1,1,1,1,6,3,1,1,2,1,3,3,3,2,2,1,1,1,3,3,1,2,2,5,2,,201801006,11
31.48426219,7,2,3,1,1,6,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,3,2,2,3,1,1,1,1,1,6,1,1,1,1,1,1,1,3,2,2,2,1,1,3,3,2,2,3,4,2,,201801006,11
31.48426219,7,2,3,3,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,4,2,2,1,1,1,6,2,2,1,3,2,1,3,1,2,2,1,1,1,3,3,1,1,1,5,2,,201801006,11
39.97832997,4,1,3,3,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,3,1,1,1,1,1,6,3,1,2,1,1,2,3,3,2,2,2,1,2,3,3,1,2,3,5,3,,201801006,11
39.97832997,4,1,3,3,2,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,1,1,1,4,3,1,4,3,5,3,,201801006,11
39.97832997,5,1,3,2,2,1,1,1,1,2,2,2,1,2,,2,2,1,1,1,1,5,2,2,2,2,2,2,1,1,1,1,1,6,1,1,2,1,1,2,3,3,2,2,1,1,2,3,3,1,3,3,5,1,,201801006,11
39.97832997,5,1,3,3,2,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,6,3,2,3,3,3,3,3,3,2,2,1,1,1,3,3,1,4,2,4,3,,201801006,11
39.97832997,5,1,3,3,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,4,2,2,1,1,1,2,3,2,1,1,1,3,3,3,2,2,1,1,1,3,3,1,2,2,4,2,,201801006,11
39.97832997,5,1,3,3,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,3,3,2,3,2,1,1,1,1,1,1,2,1,1,1,2,1,2,2,3,1,2,1,1,1,3,3,1,2,2,5,1,,201801006,11
39.97832997,5,1,3,3,2,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,4,2,1,1,1,1,6,1,1,2,1,1,2,3,3,2,2,1,1,1,3,3,1,4,2,5,3,,201801006,11
39.97832997,6,1,3,3,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,6,1,2,3,3,2,3,3,3,2,2,1,1,1,3,3,1,3,2,5,2,,201801006,11
39.97832997,7,1,3,3,1,3,2,3,2,2,2,2,1,2,2,2,2,3,3,5,3,4,3,1,1,1,1,4,1,1,2,3,3,3,3,1,1,3,1,2,2,3,2,2,1,3,2,3,3,1,4,2,4,2,,201801006,11
39.97832997,7,1,3,3,2,1,1,1,1,2,2,2,1,1,1,1,2,3,4,3,4,1,1,2,3,5,2,4,1,1,1,1,1,6,2,1,2,1,1,1,3,3,2,2,1,1,1,3,3,1,4,3,4,,,201801006,11
23.45109232,3,2,3,2,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,6,1,1,1,1,3,1,2,2,1,2,2,1,1,3,3,3,4,3,4,1,,201801006,12
23.45109232,4,2,3,1,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,6,1,2,3,3,1,2,3,3,2,2,1,1,1,3,3,1,4,1,5,1,,201801006,12
23.45109232,4,2,3,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,4,1,1,1,1,1,6,1,2,1,3,1,1,1,3,2,2,1,1,1,3,3,1,4,3,5,1,,201801006,12
23.45109232,4,2,3,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,3,2,3,2,4,1,1,1,1,1,6,1,2,1,3,1,2,3,3,2,2,1,1,1,3,3,1,4,3,5,1,,201801006,12
23.45109232,4,2,3,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,5,5,4,1,4,1,1,1,1,1,6,1,1,2,2,1,2,3,2,2,2,1,1,1,3,3,1,3,2,5,1,,201801006,12
23.45109232,4,2,3,3,2,1,1,1,1,,,1,2,1,2,2,2,1,1,,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,3,2,2,1,1,3,3,1,1,1,1,1,4,2,,201801006,12
23.45109232,4,2,3,3,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,6,1,1,2,3,1,2,3,3,2,2,1,1,1,3,3,1,4,2,5,1,1,201801006,12
23.45109232,4,2,3,3,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,6,3,2,1,3,1,2,3,3,2,2,1,1,1,3,3,1,3,2,5,2,,201801006,12
23.45109232,5,2,3,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,4,1,1,1,1,1,6,1,2,3,3,1,3,3,3,2,2,1,1,1,3,4,1,1,3,5,2,,201801006,12
23.45109232,5,2,3,1,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,6,1,,1,3,1,3,3,3,2,2,1,1,1,3,4,1,1,2,5,1,,201801006,12
23.45109232,5,2,3,2,2,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,5,4,5,2,3,2,2,1,1,1,6,1,1,1,3,1,2,2,1,2,2,2,1,1,4,3,2,4,2,5,3,,201801006,12
23.45109232,5,2,3,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,6,1,1,1,3,1,2,3,3,2,2,1,1,1,3,4,1,1,1,5,1,1,201801006,12
23.45109232,5,2,3,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,2,2,1,2,2,3,2,2,1,1,1,2,1,2,1,,3,3,3,2,2,2,2,1,1,3,3,1,2,3,4,3,,201801006,12
23.45109232,5,2,3,2,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,6,1,2,1,2,3,2,3,3,2,2,1,1,1,3,3,1,2,3,5,2,,201801006,12
23.45109232,5,2,3,2,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,5,1,2,1,2,4,1,1,1,1,1,6,1,1,1,2,1,3,3,3,2,2,1,3,1,3,4,1,2,2,5,1,4,201801006,12
23.45109232,5,2,3,3,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,2,1,1,1,1,2,3,3,2,1,1,1,1,3,3,1,4,2,5,1,,201801006,12
23.45109232,5,2,3,3,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,6,1,1,1,1,1,1,1,2,2,2,1,1,1,3,3,1,4,3,5,1,,201801006,12
23.45109232,5,2,3,3,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,4,2,2,1,1,1,6,1,2,1,1,2,3,3,3,2,2,1,1,1,3,3,1,4,2,4,1,,201801006,12
23.45109232,5,2,3,3,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,4,1,2,1,1,1,6,1,1,1,3,1,2,1,3,2,2,1,1,1,3,4,1,3,2,4,,1,201801006,12
23.45109232,5,2,3,3,,,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,5,5,1,1,2,3,1,1,1,1,1,6,3,2,2,1,1,2,1,3,2,2,1,3,1,3,3,1,4,2,5,2,,201801006,12
23.45109232,5,2,3,4,2,1,1,1,1,2,2,2,1,2,1,2,2,3,1,1,4,1,1,1,1,1,2,4,1,1,1,1,1,2,1,2,3,3,1,2,3,3,2,2,1,1,1,3,3,1,2,2,5,1,,201801006,12
23.45109232,6,2,3,1,1,3,2,2,2,2,2,2,1,2,1,2,2,2,3,3,2,6,2,2,2,2,2,3,1,1,5,1,6,1,1,2,3,3,2,3,1,1,1,2,3,1,1,3,3,2,2,2,5,1,1,201801006,12
23.45109232,6,2,3,1,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,3,1,6,3,2,1,3,,3,3,3,2,2,1,1,1,3,3,1,4,1,5,2,,201801006,12
23.45109232,6,2,3,1,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,2,1,2,4,2,2,1,1,1,6,1,2,1,3,1,1,1,3,2,2,1,1,1,3,3,1,4,2,5,1,,201801006,12
23.45109232,6,2,3,2,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,2,1,2,4,2,2,1,1,1,5,1,1,2,1,1,2,3,3,2,2,1,1,1,4,3,1,1,1,4,2,,201801006,12
23.45109232,6,2,3,3,1,4,1,1,5,1,1,1,2,2,2,1,1,3,3,3,3,5,5,5,1,5,2,4,2,2,5,2,6,6,3,1,1,2,1,3,3,1,1,1,1,1,2,4,4,1,4,,1,1,,201801006,12
23.45109232,6,2,3,3,2,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,4,1,2,1,1,1,6,1,2,1,1,1,2,2,3,2,2,1,1,1,3,3,1,4,3,5,1,,201801006,12
23.45109232,6,2,3,4,1,5,2,2,2,2,2,2,1,2,2,1,1,2,2,5,2,2,3,2,1,1,2,4,1,1,6,1,1,3,1,1,1,2,2,2,2,3,2,2,1,1,1,3,3,1,4,1,4,1,4,201801006,12
23.45109232,7,2,3,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,3,3,2,1,1,4,1,1,1,1,1,4,1,1,3,1,1,2,1,3,2,2,1,1,1,3,3,1,4,1,4,1,1,201801006,12
25.61643708,3,2,3,6,2,1,1,1,1,2,2,2,1,1,1,2,2,1,4,1,1,1,3,2,2,2,1,4,1,1,1,1,1,2,3,1,1,2,1,2,1,2,1,2,1,1,1,3,4,1,4,2,5,3,,201801006,12
29.7779094,2,1,3,2,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,4,2,1,1,1,1,6,3,1,2,2,1,2,3,3,2,2,1,1,1,3,3,1,4,2,4,2,,201801006,12
29.7779094,3,1,3,1,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,4,2,2,1,1,1,6,1,1,3,1,1,2,3,1,1,2,1,1,1,3,3,1,4,2,5,1,,201801006,12
29.7779094,3,1,3,2,2,1,1,1,1,,,2,1,2,1,2,2,3,3,3,3,5,1,1,1,1,2,4,1,1,1,1,1,6,2,1,2,2,1,2,3,2,2,2,1,1,1,3,3,1,1,1,5,1,,201801006,12
29.7779094,4,1,3,1,,,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,6,3,2,1,3,1,1,1,2,2,2,1,1,1,3,3,1,1,3,5,3,,201801006,12
29.7779094,4,1,3,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,3,1,1,1,1,1,2,1,4,2,2,1,1,1,2,2,2,2,2,1,2,2,3,2,2,1,1,1,3,3,1,,1,4,1,,201801006,12
29.7779094,4,1,3,3,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,5,2,4,1,1,1,1,1,2,3,1,2,1,1,2,2,1,1,2,1,3,2,2,2,3,1,1,2,1,1,201801006,12
29.7779094,4,1,3,3,1,3,1,1,1,2,2,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,3,1,1,1,1,1,6,1,1,2,3,1,2,3,3,2,2,1,1,1,3,3,1,2,3,5,3,,201801006,12
29.7779094,4,1,3,3,1,5,1,1,6,1,2,2,1,1,2,2,2,2,3,3,3,5,1,1,1,1,2,4,1,1,1,1,1,3,1,2,1,3,1,1,1,3,2,2,1,1,1,3,3,1,1,1,5,1,1,201801006,12
29.7779094,4,1,3,3,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,4,1,2,1,1,1,6,1,1,2,2,1,1,1,1,2,2,1,1,1,3,3,1,4,3,5,1,,201801006,12
29.7779094,4,1,3,3,2,1,1,1,1,2,2,2,1,1,1,2,2,1,2,3,3,5,1,1,1,1,1,4,1,1,1,1,1,6,3,1,2,2,1,1,3,3,2,2,1,1,1,3,3,1,2,1,5,2,,201801006,12
29.7779094,4,1,3,5,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,6,1,2,1,2,1,1,1,3,2,2,1,1,1,3,3,1,2,1,5,2,,201801006,12
29.7779094,4,1,3,7,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,,4,1,1,1,1,1,6,3,2,3,3,1,2,3,3,2,2,1,1,1,3,3,1,4,2,5,2,,201801006,12
29.7779094,5,1,3,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,4,1,1,1,1,1,3,1,1,1,1,1,2,1,2,2,2,2,1,1,4,4,1,2,2,4,1,,201801006,12
